categoria;subcategoria;letter;mode;answer;difficulty;description;acceptedAnswers
Preguntas de cultura general;Cine Argentino;Ñ;startsWith;Ñusta;normal;Para responder, pensa en este dato de cine argentino: Termino que aparece en relatos andinos llevados al documental argentino.;
Preguntas de cultura general;Cine Argentino;Ñ;startsWith;Ñusta;normal;Dato distintivo de cine argentino: Termino que aparece en relatos andinos llevados al documental argentino.;
Preguntas de cultura general;Cine Argentino;Ñ;startsWith;Ñusta;normal;Nombre, titulo o concepto buscado en cine argentino: Termino que aparece en relatos andinos llevados al documental argentino.;
Preguntas de cultura general;Cine Argentino;Ñ;startsWith;Ñusta;normal;Pista de contexto argentino: Termino que aparece en relatos andinos llevados al documental argentino.;
Preguntas de cultura general;Cine Argentino;Ñ;startsWith;Ñusta;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Termino que aparece en relatos andinos llevados al documental argentino.;
Preguntas de cultura general;Cine Argentino;Ñ;startsWith;Ñusta;normal;Ultima pista de la serie: Termino que aparece en relatos andinos llevados al documental argentino.;
Preguntas de cultura general;Cine Argentino;O;startsWith;Oso rojo;normal;Pelicula de Adrian Caetano protagonizada por Julio Chavez.;
Preguntas de cultura general;Cine Argentino;O;startsWith;Oso rojo;normal;En cine argentino, identifica la respuesta asociada a esta pista: Pelicula de Adrian Caetano protagonizada por Julio Chavez.;
Preguntas de cultura general;Cine Argentino;O;startsWith;Oso rojo;normal;Pista ampliada de cine argentino: Pelicula de Adrian Caetano protagonizada por Julio Chavez.;
Preguntas de cultura general;Cine Argentino;O;startsWith;Oso rojo;normal;Referencia clave dentro de cine argentino: Pelicula de Adrian Caetano protagonizada por Julio Chavez.;
Preguntas de cultura general;Cine Argentino;O;startsWith;Oso rojo;normal;Para responder, pensa en este dato de cine argentino: Pelicula de Adrian Caetano protagonizada por Julio Chavez.;
Preguntas de cultura general;Cine Argentino;O;startsWith;Oso rojo;normal;Dato distintivo de cine argentino: Pelicula de Adrian Caetano protagonizada por Julio Chavez.;
Preguntas de cultura general;Cine Argentino;O;startsWith;Oso rojo;normal;Nombre, titulo o concepto buscado en cine argentino: Pelicula de Adrian Caetano protagonizada por Julio Chavez.;
Preguntas de cultura general;Cine Argentino;O;startsWith;Oso rojo;normal;Pista de contexto argentino: Pelicula de Adrian Caetano protagonizada por Julio Chavez.;
Preguntas de cultura general;Cine Argentino;O;startsWith;Oso rojo;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Pelicula de Adrian Caetano protagonizada por Julio Chavez.;
Preguntas de cultura general;Cine Argentino;O;startsWith;Oso rojo;normal;Ultima pista de la serie: Pelicula de Adrian Caetano protagonizada por Julio Chavez.;
Preguntas de cultura general;Cine Argentino;P;startsWith;Pizza, birra, faso;normal;Film clave del Nuevo Cine Argentino.;
Preguntas de cultura general;Cine Argentino;P;startsWith;Pizza, birra, faso;normal;En cine argentino, identifica la respuesta asociada a esta pista: Film clave del Nuevo Cine Argentino.;
Preguntas de cultura general;Cine Argentino;P;startsWith;Pizza, birra, faso;normal;Pista ampliada de cine argentino: Film clave del Nuevo Cine Argentino.;
Preguntas de cultura general;Cine Argentino;P;startsWith;Pizza, birra, faso;normal;Referencia clave dentro de cine argentino: Film clave del Nuevo Cine Argentino.;
Preguntas de cultura general;Cine Argentino;P;startsWith;Pizza, birra, faso;normal;Para responder, pensa en este dato de cine argentino: Film clave del Nuevo Cine Argentino.;
Preguntas de cultura general;Cine Argentino;P;startsWith;Pizza, birra, faso;normal;Dato distintivo de cine argentino: Film clave del Nuevo Cine Argentino.;
Preguntas de cultura general;Cine Argentino;P;startsWith;Pizza, birra, faso;normal;Nombre, titulo o concepto buscado en cine argentino: Film clave del Nuevo Cine Argentino.;
Preguntas de cultura general;Cine Argentino;P;startsWith;Pizza, birra, faso;normal;Pista de contexto argentino: Film clave del Nuevo Cine Argentino.;
Preguntas de cultura general;Cine Argentino;P;startsWith;Pizza, birra, faso;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Film clave del Nuevo Cine Argentino.;
Preguntas de cultura general;Cine Argentino;P;startsWith;Pizza, birra, faso;normal;Ultima pista de la serie: Film clave del Nuevo Cine Argentino.;
Preguntas de cultura general;Cine Argentino;Q;startsWith;Quebracho;normal;Pelicula argentina de 1974 sobre la explotacion forestal.;
Preguntas de cultura general;Cine Argentino;Q;startsWith;Quebracho;normal;En cine argentino, identifica la respuesta asociada a esta pista: Pelicula argentina de 1974 sobre la explotacion forestal.;
Preguntas de cultura general;Cine Argentino;Q;startsWith;Quebracho;normal;Pista ampliada de cine argentino: Pelicula argentina de 1974 sobre la explotacion forestal.;
Preguntas de cultura general;Cine Argentino;Q;startsWith;Quebracho;normal;Referencia clave dentro de cine argentino: Pelicula argentina de 1974 sobre la explotacion forestal.;
Preguntas de cultura general;Cine Argentino;Q;startsWith;Quebracho;normal;Para responder, pensa en este dato de cine argentino: Pelicula argentina de 1974 sobre la explotacion forestal.;
Preguntas de cultura general;Cine Argentino;Q;startsWith;Quebracho;normal;Dato distintivo de cine argentino: Pelicula argentina de 1974 sobre la explotacion forestal.;
Preguntas de cultura general;Cine Argentino;Q;startsWith;Quebracho;normal;Nombre, titulo o concepto buscado en cine argentino: Pelicula argentina de 1974 sobre la explotacion forestal.;
Preguntas de cultura general;Cine Argentino;Q;startsWith;Quebracho;normal;Pista de contexto argentino: Pelicula argentina de 1974 sobre la explotacion forestal.;
Preguntas de cultura general;Cine Argentino;Q;startsWith;Quebracho;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Pelicula argentina de 1974 sobre la explotacion forestal.;
Preguntas de cultura general;Cine Argentino;Q;startsWith;Quebracho;normal;Ultima pista de la serie: Pelicula argentina de 1974 sobre la explotacion forestal.;
Preguntas de cultura general;Cine Argentino;R;startsWith;Relatos salvajes;normal;Pelicula de Damian Szifron compuesta por historias independientes.;
Preguntas de cultura general;Cine Argentino;R;startsWith;Relatos salvajes;normal;En cine argentino, identifica la respuesta asociada a esta pista: Pelicula de Damian Szifron compuesta por historias independientes.;
Preguntas de cultura general;Cine Argentino;R;startsWith;Relatos salvajes;normal;Pista ampliada de cine argentino: Pelicula de Damian Szifron compuesta por historias independientes.;
Preguntas de cultura general;Cine Argentino;R;startsWith;Relatos salvajes;normal;Referencia clave dentro de cine argentino: Pelicula de Damian Szifron compuesta por historias independientes.;
Preguntas de cultura general;Cine Argentino;R;startsWith;Relatos salvajes;normal;Para responder, pensa en este dato de cine argentino: Pelicula de Damian Szifron compuesta por historias independientes.;
Preguntas de cultura general;Cine Argentino;R;startsWith;Relatos salvajes;normal;Dato distintivo de cine argentino: Pelicula de Damian Szifron compuesta por historias independientes.;
Preguntas de cultura general;Cine Argentino;R;startsWith;Relatos salvajes;normal;Nombre, titulo o concepto buscado en cine argentino: Pelicula de Damian Szifron compuesta por historias independientes.;
Preguntas de cultura general;Cine Argentino;R;startsWith;Relatos salvajes;normal;Pista de contexto argentino: Pelicula de Damian Szifron compuesta por historias independientes.;
Preguntas de cultura general;Cine Argentino;R;startsWith;Relatos salvajes;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Pelicula de Damian Szifron compuesta por historias independientes.;
Preguntas de cultura general;Cine Argentino;R;startsWith;Relatos salvajes;normal;Ultima pista de la serie: Pelicula de Damian Szifron compuesta por historias independientes.;
Preguntas de cultura general;Cine Argentino;S;startsWith;Sur;normal;Pelicula de Fernando Solanas ganadora en Cannes.;
Preguntas de cultura general;Cine Argentino;S;startsWith;Sur;normal;En cine argentino, identifica la respuesta asociada a esta pista: Pelicula de Fernando Solanas ganadora en Cannes.;
Preguntas de cultura general;Cine Argentino;S;startsWith;Sur;normal;Pista ampliada de cine argentino: Pelicula de Fernando Solanas ganadora en Cannes.;
Preguntas de cultura general;Cine Argentino;S;startsWith;Sur;normal;Referencia clave dentro de cine argentino: Pelicula de Fernando Solanas ganadora en Cannes.;
Preguntas de cultura general;Cine Argentino;S;startsWith;Sur;normal;Para responder, pensa en este dato de cine argentino: Pelicula de Fernando Solanas ganadora en Cannes.;
Preguntas de cultura general;Cine Argentino;S;startsWith;Sur;normal;Dato distintivo de cine argentino: Pelicula de Fernando Solanas ganadora en Cannes.;
Preguntas de cultura general;Cine Argentino;S;startsWith;Sur;normal;Nombre, titulo o concepto buscado en cine argentino: Pelicula de Fernando Solanas ganadora en Cannes.;
Preguntas de cultura general;Cine Argentino;S;startsWith;Sur;normal;Pista de contexto argentino: Pelicula de Fernando Solanas ganadora en Cannes.;
Preguntas de cultura general;Cine Argentino;S;startsWith;Sur;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Pelicula de Fernando Solanas ganadora en Cannes.;
Preguntas de cultura general;Cine Argentino;S;startsWith;Sur;normal;Ultima pista de la serie: Pelicula de Fernando Solanas ganadora en Cannes.;
Preguntas de cultura general;Cine Argentino;T;startsWith;Tiempo de revancha;normal;Thriller politico de Adolfo Aristarain.;
Preguntas de cultura general;Cine Argentino;T;startsWith;Tiempo de revancha;normal;En cine argentino, identifica la respuesta asociada a esta pista: Thriller politico de Adolfo Aristarain.;
Preguntas de cultura general;Cine Argentino;T;startsWith;Tiempo de revancha;normal;Pista ampliada de cine argentino: Thriller politico de Adolfo Aristarain.;
Preguntas de cultura general;Cine Argentino;T;startsWith;Tiempo de revancha;normal;Referencia clave dentro de cine argentino: Thriller politico de Adolfo Aristarain.;
Preguntas de cultura general;Cine Argentino;T;startsWith;Tiempo de revancha;normal;Para responder, pensa en este dato de cine argentino: Thriller politico de Adolfo Aristarain.;
Preguntas de cultura general;Cine Argentino;T;startsWith;Tiempo de revancha;normal;Dato distintivo de cine argentino: Thriller politico de Adolfo Aristarain.;
Preguntas de cultura general;Cine Argentino;T;startsWith;Tiempo de revancha;normal;Nombre, titulo o concepto buscado en cine argentino: Thriller politico de Adolfo Aristarain.;
Preguntas de cultura general;Cine Argentino;T;startsWith;Tiempo de revancha;normal;Pista de contexto argentino: Thriller politico de Adolfo Aristarain.;
Preguntas de cultura general;Cine Argentino;T;startsWith;Tiempo de revancha;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Thriller politico de Adolfo Aristarain.;
Preguntas de cultura general;Cine Argentino;T;startsWith;Tiempo de revancha;normal;Ultima pista de la serie: Thriller politico de Adolfo Aristarain.;
Preguntas de cultura general;Cine Argentino;U;startsWith;Un oso rojo;normal;Titulo alternativo completo del film de Caetano sobre un exconvicto.;
Preguntas de cultura general;Cine Argentino;U;startsWith;Un oso rojo;normal;En cine argentino, identifica la respuesta asociada a esta pista: Titulo alternativo completo del film de Caetano sobre un exconvicto.;
Preguntas de cultura general;Cine Argentino;U;startsWith;Un oso rojo;normal;Pista ampliada de cine argentino: Titulo alternativo completo del film de Caetano sobre un exconvicto.;
Preguntas de cultura general;Cine Argentino;U;startsWith;Un oso rojo;normal;Referencia clave dentro de cine argentino: Titulo alternativo completo del film de Caetano sobre un exconvicto.;
Preguntas de cultura general;Cine Argentino;U;startsWith;Un oso rojo;normal;Para responder, pensa en este dato de cine argentino: Titulo alternativo completo del film de Caetano sobre un exconvicto.;
Preguntas de cultura general;Cine Argentino;U;startsWith;Un oso rojo;normal;Dato distintivo de cine argentino: Titulo alternativo completo del film de Caetano sobre un exconvicto.;
Preguntas de cultura general;Cine Argentino;U;startsWith;Un oso rojo;normal;Nombre, titulo o concepto buscado en cine argentino: Titulo alternativo completo del film de Caetano sobre un exconvicto.;
Preguntas de cultura general;Cine Argentino;U;startsWith;Un oso rojo;normal;Pista de contexto argentino: Titulo alternativo completo del film de Caetano sobre un exconvicto.;
Preguntas de cultura general;Cine Argentino;U;startsWith;Un oso rojo;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Titulo alternativo completo del film de Caetano sobre un exconvicto.;
Preguntas de cultura general;Cine Argentino;U;startsWith;Un oso rojo;normal;Ultima pista de la serie: Titulo alternativo completo del film de Caetano sobre un exconvicto.;
Preguntas de cultura general;Cine Argentino;V;startsWith;Valentin;normal;Pelicula de Alejandro Agresti narrada desde la mirada de un niño.;Valentin, Valentín
Preguntas de cultura general;Cine Argentino;V;startsWith;Valentin;normal;En cine argentino, identifica la respuesta asociada a esta pista: Pelicula de Alejandro Agresti narrada desde la mirada de un niño.;Valentin, Valentín
Preguntas de cultura general;Cine Argentino;V;startsWith;Valentin;normal;Pista ampliada de cine argentino: Pelicula de Alejandro Agresti narrada desde la mirada de un niño.;Valentin, Valentín
Preguntas de cultura general;Cine Argentino;V;startsWith;Valentin;normal;Referencia clave dentro de cine argentino: Pelicula de Alejandro Agresti narrada desde la mirada de un niño.;Valentin, Valentín
Preguntas de cultura general;Cine Argentino;V;startsWith;Valentin;normal;Para responder, pensa en este dato de cine argentino: Pelicula de Alejandro Agresti narrada desde la mirada de un niño.;Valentin, Valentín
Preguntas de cultura general;Cine Argentino;V;startsWith;Valentin;normal;Dato distintivo de cine argentino: Pelicula de Alejandro Agresti narrada desde la mirada de un niño.;Valentin, Valentín
Preguntas de cultura general;Cine Argentino;V;startsWith;Valentin;normal;Nombre, titulo o concepto buscado en cine argentino: Pelicula de Alejandro Agresti narrada desde la mirada de un niño.;Valentin, Valentín
Preguntas de cultura general;Cine Argentino;V;startsWith;Valentin;normal;Pista de contexto argentino: Pelicula de Alejandro Agresti narrada desde la mirada de un niño.;Valentin, Valentín
Preguntas de cultura general;Cine Argentino;V;startsWith;Valentin;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Pelicula de Alejandro Agresti narrada desde la mirada de un niño.;Valentin, Valentín
Preguntas de cultura general;Cine Argentino;V;startsWith;Valentin;normal;Ultima pista de la serie: Pelicula de Alejandro Agresti narrada desde la mirada de un niño.;Valentin, Valentín
Preguntas de cultura general;Cine Argentino;W;startsWith;Wakolda;normal;Pelicula de Lucia Puenzo tambien conocida como El medico aleman.;
Preguntas de cultura general;Cine Argentino;W;startsWith;Wakolda;normal;En cine argentino, identifica la respuesta asociada a esta pista: Pelicula de Lucia Puenzo tambien conocida como El medico aleman.;
Preguntas de cultura general;Cine Argentino;W;startsWith;Wakolda;normal;Pista ampliada de cine argentino: Pelicula de Lucia Puenzo tambien conocida como El medico aleman.;
Preguntas de cultura general;Cine Argentino;W;startsWith;Wakolda;normal;Referencia clave dentro de cine argentino: Pelicula de Lucia Puenzo tambien conocida como El medico aleman.;
Preguntas de cultura general;Cine Argentino;W;startsWith;Wakolda;normal;Para responder, pensa en este dato de cine argentino: Pelicula de Lucia Puenzo tambien conocida como El medico aleman.;
Preguntas de cultura general;Cine Argentino;W;startsWith;Wakolda;normal;Dato distintivo de cine argentino: Pelicula de Lucia Puenzo tambien conocida como El medico aleman.;
Preguntas de cultura general;Cine Argentino;W;startsWith;Wakolda;normal;Nombre, titulo o concepto buscado en cine argentino: Pelicula de Lucia Puenzo tambien conocida como El medico aleman.;
Preguntas de cultura general;Cine Argentino;W;startsWith;Wakolda;normal;Pista de contexto argentino: Pelicula de Lucia Puenzo tambien conocida como El medico aleman.;
Preguntas de cultura general;Cine Argentino;W;startsWith;Wakolda;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Pelicula de Lucia Puenzo tambien conocida como El medico aleman.;
Preguntas de cultura general;Cine Argentino;W;startsWith;Wakolda;normal;Ultima pista de la serie: Pelicula de Lucia Puenzo tambien conocida como El medico aleman.;
Preguntas de cultura general;Cine Argentino;X;contains;El exilio de Gardel;normal;Pelicula de Fernando Solanas sobre argentinos exiliados en Paris.;
Preguntas de cultura general;Cine Argentino;X;contains;El exilio de Gardel;normal;En cine argentino, identifica la respuesta asociada a esta pista: Pelicula de Fernando Solanas sobre argentinos exiliados en Paris.;
Preguntas de cultura general;Cine Argentino;X;contains;El exilio de Gardel;normal;Pista ampliada de cine argentino: Pelicula de Fernando Solanas sobre argentinos exiliados en Paris.;
Preguntas de cultura general;Cine Argentino;X;contains;El exilio de Gardel;normal;Referencia clave dentro de cine argentino: Pelicula de Fernando Solanas sobre argentinos exiliados en Paris.;
Preguntas de cultura general;Cine Argentino;X;contains;El exilio de Gardel;normal;Para responder, pensa en este dato de cine argentino: Pelicula de Fernando Solanas sobre argentinos exiliados en Paris.;
Preguntas de cultura general;Cine Argentino;X;contains;El exilio de Gardel;normal;Dato distintivo de cine argentino: Pelicula de Fernando Solanas sobre argentinos exiliados en Paris.;
Preguntas de cultura general;Cine Argentino;X;contains;El exilio de Gardel;normal;Nombre, titulo o concepto buscado en cine argentino: Pelicula de Fernando Solanas sobre argentinos exiliados en Paris.;
Preguntas de cultura general;Cine Argentino;X;contains;El exilio de Gardel;normal;Pista de contexto argentino: Pelicula de Fernando Solanas sobre argentinos exiliados en Paris.;
Preguntas de cultura general;Cine Argentino;X;contains;El exilio de Gardel;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Pelicula de Fernando Solanas sobre argentinos exiliados en Paris.;
Preguntas de cultura general;Cine Argentino;X;contains;El exilio de Gardel;normal;Ultima pista de la serie: Pelicula de Fernando Solanas sobre argentinos exiliados en Paris.;
Preguntas de cultura general;Cine Argentino;Y;startsWith;Yo, la peor de todas;normal;Pelicula de Maria Luisa Bemberg sobre Sor Juana Ines de la Cruz.;
Preguntas de cultura general;Cine Argentino;Y;startsWith;Yo, la peor de todas;normal;En cine argentino, identifica la respuesta asociada a esta pista: Pelicula de Maria Luisa Bemberg sobre Sor Juana Ines de la Cruz.;
Preguntas de cultura general;Cine Argentino;Y;startsWith;Yo, la peor de todas;normal;Pista ampliada de cine argentino: Pelicula de Maria Luisa Bemberg sobre Sor Juana Ines de la Cruz.;
Preguntas de cultura general;Cine Argentino;Y;startsWith;Yo, la peor de todas;normal;Referencia clave dentro de cine argentino: Pelicula de Maria Luisa Bemberg sobre Sor Juana Ines de la Cruz.;
Preguntas de cultura general;Cine Argentino;Y;startsWith;Yo, la peor de todas;normal;Para responder, pensa en este dato de cine argentino: Pelicula de Maria Luisa Bemberg sobre Sor Juana Ines de la Cruz.;
Preguntas de cultura general;Cine Argentino;Y;startsWith;Yo, la peor de todas;normal;Dato distintivo de cine argentino: Pelicula de Maria Luisa Bemberg sobre Sor Juana Ines de la Cruz.;
Preguntas de cultura general;Cine Argentino;Y;startsWith;Yo, la peor de todas;normal;Nombre, titulo o concepto buscado en cine argentino: Pelicula de Maria Luisa Bemberg sobre Sor Juana Ines de la Cruz.;
Preguntas de cultura general;Cine Argentino;Y;startsWith;Yo, la peor de todas;normal;Pista de contexto argentino: Pelicula de Maria Luisa Bemberg sobre Sor Juana Ines de la Cruz.;
Preguntas de cultura general;Cine Argentino;Y;startsWith;Yo, la peor de todas;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Pelicula de Maria Luisa Bemberg sobre Sor Juana Ines de la Cruz.;
Preguntas de cultura general;Cine Argentino;Y;startsWith;Yo, la peor de todas;normal;Ultima pista de la serie: Pelicula de Maria Luisa Bemberg sobre Sor Juana Ines de la Cruz.;
Preguntas de cultura general;Cine Argentino;Z;startsWith;Zama;normal;Film de Lucrecia Martel basado en la novela de Antonio Di Benedetto.;
Preguntas de cultura general;Cine Argentino;Z;startsWith;Zama;normal;En cine argentino, identifica la respuesta asociada a esta pista: Film de Lucrecia Martel basado en la novela de Antonio Di Benedetto.;
Preguntas de cultura general;Cine Argentino;Z;startsWith;Zama;normal;Pista ampliada de cine argentino: Film de Lucrecia Martel basado en la novela de Antonio Di Benedetto.;
Preguntas de cultura general;Cine Argentino;Z;startsWith;Zama;normal;Referencia clave dentro de cine argentino: Film de Lucrecia Martel basado en la novela de Antonio Di Benedetto.;
Preguntas de cultura general;Cine Argentino;Z;startsWith;Zama;normal;Para responder, pensa en este dato de cine argentino: Film de Lucrecia Martel basado en la novela de Antonio Di Benedetto.;
Preguntas de cultura general;Cine Argentino;Z;startsWith;Zama;normal;Dato distintivo de cine argentino: Film de Lucrecia Martel basado en la novela de Antonio Di Benedetto.;
Preguntas de cultura general;Cine Argentino;Z;startsWith;Zama;normal;Nombre, titulo o concepto buscado en cine argentino: Film de Lucrecia Martel basado en la novela de Antonio Di Benedetto.;
Preguntas de cultura general;Cine Argentino;Z;startsWith;Zama;normal;Pista de contexto argentino: Film de Lucrecia Martel basado en la novela de Antonio Di Benedetto.;
Preguntas de cultura general;Cine Argentino;Z;startsWith;Zama;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Film de Lucrecia Martel basado en la novela de Antonio Di Benedetto.;
Preguntas de cultura general;Cine Argentino;Z;startsWith;Zama;normal;Ultima pista de la serie: Film de Lucrecia Martel basado en la novela de Antonio Di Benedetto.;
Preguntas de cultura general;Futbol Argentino;A;startsWith;Ardiles;normal;Mediocampista campeon mundial en 1978 que luego jugo en Tottenham.;
Preguntas de cultura general;Futbol Argentino;A;startsWith;Ardiles;normal;En futbol argentino, identifica la respuesta asociada a esta pista: Mediocampista campeon mundial en 1978 que luego jugo en Tottenham.;
Preguntas de cultura general;Futbol Argentino;A;startsWith;Ardiles;normal;Pista ampliada de futbol argentino: Mediocampista campeon mundial en 1978 que luego jugo en Tottenham.;
Preguntas de cultura general;Futbol Argentino;A;startsWith;Ardiles;normal;Referencia clave dentro de futbol argentino: Mediocampista campeon mundial en 1978 que luego jugo en Tottenham.;
Preguntas de cultura general;Futbol Argentino;A;startsWith;Ardiles;normal;Para responder, pensa en este dato de futbol argentino: Mediocampista campeon mundial en 1978 que luego jugo en Tottenham.;
Preguntas de cultura general;Futbol Argentino;A;startsWith;Ardiles;normal;Dato distintivo de futbol argentino: Mediocampista campeon mundial en 1978 que luego jugo en Tottenham.;
Preguntas de cultura general;Futbol Argentino;A;startsWith;Ardiles;normal;Nombre, titulo o concepto buscado en futbol argentino: Mediocampista campeon mundial en 1978 que luego jugo en Tottenham.;
Preguntas de cultura general;Futbol Argentino;A;startsWith;Ardiles;normal;Pista de contexto argentino: Mediocampista campeon mundial en 1978 que luego jugo en Tottenham.;
Preguntas de cultura general;Futbol Argentino;A;startsWith;Ardiles;normal;Esta pregunta apunta a un dato reconocido de futbol argentino: Mediocampista campeon mundial en 1978 que luego jugo en Tottenham.;
Preguntas de cultura general;Futbol Argentino;A;startsWith;Ardiles;normal;Ultima pista de la serie: Mediocampista campeon mundial en 1978 que luego jugo en Tottenham.;
Preguntas de cultura general;Futbol Argentino;B;startsWith;Bochini;normal;Idolo historico de Independiente apodado el Bocha.;
Preguntas de cultura general;Futbol Argentino;B;startsWith;Bochini;normal;En futbol argentino, identifica la respuesta asociada a esta pista: Idolo historico de Independiente apodado el Bocha.;
Preguntas de cultura general;Futbol Argentino;B;startsWith;Bochini;normal;Pista ampliada de futbol argentino: Idolo historico de Independiente apodado el Bocha.;
Preguntas de cultura general;Futbol Argentino;B;startsWith;Bochini;normal;Referencia clave dentro de futbol argentino: Idolo historico de Independiente apodado el Bocha.;
Preguntas de cultura general;Futbol Argentino;B;startsWith;Bochini;normal;Para responder, pensa en este dato de futbol argentino: Idolo historico de Independiente apodado el Bocha.;
Preguntas de cultura general;Futbol Argentino;B;startsWith;Bochini;normal;Dato distintivo de futbol argentino: Idolo historico de Independiente apodado el Bocha.;
Preguntas de cultura general;Futbol Argentino;B;startsWith;Bochini;normal;Nombre, titulo o concepto buscado en futbol argentino: Idolo historico de Independiente apodado el Bocha.;
Preguntas de cultura general;Futbol Argentino;B;startsWith;Bochini;normal;Pista de contexto argentino: Idolo historico de Independiente apodado el Bocha.;
Preguntas de cultura general;Futbol Argentino;B;startsWith;Bochini;normal;Esta pregunta apunta a un dato reconocido de futbol argentino: Idolo historico de Independiente apodado el Bocha.;
Preguntas de cultura general;Futbol Argentino;B;startsWith;Bochini;normal;Ultima pista de la serie: Idolo historico de Independiente apodado el Bocha.;
Preguntas de cultura general;Futbol Argentino;C;startsWith;Cambiasso;normal;Mediocampista surgido en Argentinos Juniors y campeon en Europa.;
Preguntas de cultura general;Futbol Argentino;C;startsWith;Cambiasso;normal;En futbol argentino, identifica la respuesta asociada a esta pista: Mediocampista surgido en Argentinos Juniors y campeon en Europa.;
Preguntas de cultura general;Futbol Argentino;C;startsWith;Cambiasso;normal;Pista ampliada de futbol argentino: Mediocampista surgido en Argentinos Juniors y campeon en Europa.;
Preguntas de cultura general;Futbol Argentino;C;startsWith;Cambiasso;normal;Referencia clave dentro de futbol argentino: Mediocampista surgido en Argentinos Juniors y campeon en Europa.;
Preguntas de cultura general;Futbol Argentino;C;startsWith;Cambiasso;normal;Para responder, pensa en este dato de futbol argentino: Mediocampista surgido en Argentinos Juniors y campeon en Europa.;
Preguntas de cultura general;Futbol Argentino;C;startsWith;Cambiasso;normal;Dato distintivo de futbol argentino: Mediocampista surgido en Argentinos Juniors y campeon en Europa.;
Preguntas de cultura general;Futbol Argentino;C;startsWith;Cambiasso;normal;Nombre, titulo o concepto buscado en futbol argentino: Mediocampista surgido en Argentinos Juniors y campeon en Europa.;
Preguntas de cultura general;Futbol Argentino;C;startsWith;Cambiasso;normal;Pista de contexto argentino: Mediocampista surgido en Argentinos Juniors y campeon en Europa.;
Preguntas de cultura general;Futbol Argentino;C;startsWith;Cambiasso;normal;Esta pregunta apunta a un dato reconocido de futbol argentino: Mediocampista surgido en Argentinos Juniors y campeon en Europa.;
Preguntas de cultura general;Futbol Argentino;C;startsWith;Cambiasso;normal;Ultima pista de la serie: Mediocampista surgido en Argentinos Juniors y campeon en Europa.;
Preguntas de cultura general;Futbol Argentino;D;startsWith;Di Stefano;normal;Crack argentino que brillo en River, Millonarios y Real Madrid.;
Preguntas de cultura general;Futbol Argentino;D;startsWith;Di Stefano;normal;En futbol argentino, identifica la respuesta asociada a esta pista: Crack argentino que brillo en River, Millonarios y Real Madrid.;
Preguntas de cultura general;Futbol Argentino;D;startsWith;Di Stefano;normal;Pista ampliada de futbol argentino: Crack argentino que brillo en River, Millonarios y Real Madrid.;
Preguntas de cultura general;Futbol Argentino;D;startsWith;Di Stefano;normal;Referencia clave dentro de futbol argentino: Crack argentino que brillo en River, Millonarios y Real Madrid.;
Preguntas de cultura general;Futbol Argentino;D;startsWith;Di Stefano;normal;Para responder, pensa en este dato de futbol argentino: Crack argentino que brillo en River, Millonarios y Real Madrid.;
Preguntas de cultura general;Futbol Argentino;D;startsWith;Di Stefano;normal;Dato distintivo de futbol argentino: Crack argentino que brillo en River, Millonarios y Real Madrid.;
Preguntas de cultura general;Futbol Argentino;D;startsWith;Di Stefano;normal;Nombre, titulo o concepto buscado en futbol argentino: Crack argentino que brillo en River, Millonarios y Real Madrid.;
Preguntas de cultura general;Futbol Argentino;D;startsWith;Di Stefano;normal;Pista de contexto argentino: Crack argentino que brillo en River, Millonarios y Real Madrid.;
Preguntas de cultura general;Futbol Argentino;D;startsWith;Di Stefano;normal;Esta pregunta apunta a un dato reconocido de futbol argentino: Crack argentino que brillo en River, Millonarios y Real Madrid.;
Preguntas de cultura general;Futbol Argentino;D;startsWith;Di Stefano;normal;Ultima pista de la serie: Crack argentino que brillo en River, Millonarios y Real Madrid.;
Preguntas de cultura general;Futbol Argentino;E;startsWith;Erico;normal;Delantero paraguayo, maximo goleador historico de la liga argentina.;
Preguntas de cultura general;Futbol Argentino;E;startsWith;Erico;normal;En futbol argentino, identifica la respuesta asociada a esta pista: Delantero paraguayo, maximo goleador historico de la liga argentina.;
Preguntas de cultura general;Futbol Argentino;E;startsWith;Erico;normal;Pista ampliada de futbol argentino: Delantero paraguayo, maximo goleador historico de la liga argentina.;
Preguntas de cultura general;Futbol Argentino;E;startsWith;Erico;normal;Referencia clave dentro de futbol argentino: Delantero paraguayo, maximo goleador historico de la liga argentina.;
Preguntas de cultura general;Futbol Argentino;E;startsWith;Erico;normal;Para responder, pensa en este dato de futbol argentino: Delantero paraguayo, maximo goleador historico de la liga argentina.;
